1391			102
400	
	495
8247	出口量	1
13416	出口额	1
679	出台	81
12242	出名	4
13471	出品	1
6763	出售	14
10626	出国	6
19173	出国深造	1
24536	出土	2
2557	出境	8
24440	出处	2
29361	出外	1
26739	出头	1
13036	出家	1
9488	出家人	1
26146	出对	4
7426	出局	1
14450	出山	1
21745	出差	1
8587	出市	1
1880	出席	21
13823	出席会议	3
10968	出庭	2
29307	出庭作证	2
16948	出强	1
15652	出彩	1
26597	出户	1
19021	出手	4
25235	出新	3
21452	出新招	1
21111	出村	1
944	出来	73
16020	出栏	3
23692	出格	2
8997	出水	1
8999	出水口	1
29471	出没	2
27031	出海	1
26894	出港	1
24943	出游	2
23744	出演	1
1085	出炉	10
12459	出点	1
4730	出版	6
22769	出版商	1
22725	出版社	3
11153	出狱	1
269	出现	165
19049	出现异常	1
6999	出现意外	1
4965	出生	34
13539	出生人数	3
14961	出生年月	2
14930	出生日期	1
13488	出生率	4
21676	出生证明	1
4214	出用	1
17991	出示	3
16763	出票	1
32703	出离	1
5167	出租	7
33110	出租人	1
28465	出租屋	2
27685	出租汽车	1
2079	出租车	13
26366	出站	1
26338	出站口	2
27216	出线	1
24376	出舱	1
8201	出色	3
29764	出血	3
7930	出行	21
28781	出警	2
7526	出让	6
7824	出让金	5
12540	出访	5
15579	出谋划策	1
4566	出资	7
7498	出资额	1
9959	出路	13
1780	出身	6
10868	出轨	3
31801	出过	1
24249	出钱	2
5434	出门	11
1237	出院	4
8844	出险	1
4455	出面	4
28275	出题	2
8216	击	1
3164	击中	2
29729	击掌	1
3846	击碎	2
22849	击落	4
4585	函	3
7586	函件	1
8738	函授	3
8917	凿通	1
5670	刀	6
6627	刀伤	1
28838	刀具	1
14662	刀刃	4
4024	刀子	3
5755	刀架	1
5709	刀背	2
1870	分	75
17648	分不开	1
23663	分不清	1
12096	分个	1
8866	分为	16
12061	分享	9
20822	分享者	1
20199	分会	3
4478	分公司	8
16950	分兵	1
687	分别	81
30575	分到	2
15709	分割	2
18678	分化	5
23384	分化成	1
25838	分区	1
4020	分发	3
16619	分在	3
20376	分城	1
32552	分好	2
6371	分娩	10
15635	分子	8
975	分局	13
27813	分层	1
22698	分居	2
3133	分工	8
20456	分工负责	1
2005	分布	15
17028	分布式	1
23951	分店	5
20189	分开	6
32356	分得好	1
18354	分心	2
3396	分成	6
30400	分房	1
11151	分手	1
32112	分扑	1
17260	分批	2
18129	分担	9
32352	分拣	2
29631	分摊	1
4487	分支机构	3
16687	分散	7
18071	分散化	1
19018	分散型	1
30387	分数	1
32595	分是	1
2363	分析	69
16592	分析判断	2
1784	分析员	1
24729	分析家	1
11297	分析师	6
30339	分析方法	1
30361	分析法	1
27067	分校	6
14885	分步	5
15279	分歧	12
17502	分歧点	2
7059	分段	3
15610	分母	2
27480	分治	1
8346	分洪	3
8591	分洪道	1
9850	分流	6
8769	分清	2
27849	分界线	1
30656	分社	1
5910	分离	15
14615	分离出来	1
30359	分秒	1
3591	分秒必争	1
25763	分税制	1
403	分管	7
19734	分管领导	1
12878	分类	25
10866	分类整理	1
32311	分类法	1
13176	分类管理	4
32447	分类者	1
13064	分红	3
13939	分级	9
27484	分级分类	1
19520	分组	5
19222	分组讨论	2
10238	分给	3
14113	分编	6
12042	分置	3
19264	分行	1
13580	分裂	12
25179	分裂主义	1
32087	分装	1
15082	分解	3
29066	分讯	2
4899	分许	13
2209	分诊	1
30954	分贝	1
6949	分赴	2
22173	分辨是非	1
23942	分辨率	1
7025	分都	1
17053	分配	20
18378	分配制度	1
25653	分配机制	1
26016	分量	1
2731	分钟	30
30403	分钱	1
14497	分门别类	2
7036	分队	2
15184	分阶段	2
23055	分院	1
29944	分项	1
24319	切	1
14756	切中要害	2
28146	切入	1
13663	切入点	2
7214	切割	2
3664	切变	2
30340	切口	1
22639	切合实际	1
1853	切实	29
1822	切实做好	4
22669	切实加强	2
17021	切实可行	1
13357	切实增强	4
26685	切实有效	1
18694	切实落实	2
28621	切换	1
8783	切断	3
6569	切肉刀	1
27072	切肤之痛	1
25595	切身	1
14897	切身利益	8
18388	切身感受	2
21659	切除	1
10367	刊发	5
22590	刊文	3
14197	刊物	2
4667	刊登	8
4700	刊载	1
19954	刑	2
10389	刑事	15
31956	刑事处分	1
5417	刑事拘留	6
11970	刑事案件	10
22465	刑事法庭	2
1494	刑事犯罪	3
13229	刑事诉讼	2
13860	刑事诉讼法	1
5237	刑事责任	13
11985	刑事追究	4
5733	刑侦	1
32048	刑字	1
6521	刑拘	4
5104	刑法	16
19876	刑法学	1
29958	刑满释放	1
23100	刑警大队	2
5071	刑责	1
22605	划	1
16175	划一	1
2957	划分	7
32264	划坏	1
478	划定	10
27837	划拨	1
15647	划片	4
25256	划界	1
22285	划破	2
17181	划算	1
23437	划设	3
18622	划转	1
4485	列	10
23628	列为	14
22064	列举	1
15159	列入	14
12845	列出	3
24924	列出来	3
27602	列名	2
22105	列席	6
11609	列席会议	2
21703	列明	2
14188	列车	7
26400	列车长	2
2993	刘	10
20734	刘丁	1
26111	刘俊海	2
17896	刘凯	1
14275	刘剑文	1
17271	刘华	1
13317	刘吉强	2
24409	刘国梁	1
2891	刘国辉	1
27712	刘士余	1
28376	刘大钧	1
10066	刘姓	1
29347	刘婧	1
29440	刘婧家	1
12566	刘子静	1
28220	刘学普	1
29394	刘定勇	1
21223	刘家	1
26704	刘应杰	1
9597	刘彩恩	1
18917	刘志庚	1
31971	刘总	1
27834	刘悦伦	1
24585	刘振	1
24578	刘振民	1
26524	刘文伟	1
28294	刘昆	1
28289	刘昆才	1
32060	刘明厚	3
860	刘易斯	1
31026	刘晓林	1
23076	刘林霜	1
32246	刘某	1
11725	刘某明	2
24990	刘永	1
16614	刘永富	1
9076	刘汉	2
11638	刘涛	1
27454	刘玉珠	4
24803	刘红宇	1
7647	刘纪鹏	1
19889	刘维	1
11825	刘翔	1
22771	刘翠	2
17264	刘芳	1
22248	刘萍	1
21599	刘鑫	1
32342	刘锦芬	1
28449	刘震	1
12562	刘鹏	1
807	则	99
1024	刚	55
11035	刚出生	3
1467	刚刚	50
27565	刚刚开始	3
16466	刚好	4
14682	刚性	4
17908	刚成立	4
9726	刚才	49
28336	刚满	2
9801	刚过去	1
11518	创	7
5841	创下	1
1725	创业	30
18791	创业板	1
25978	创业者	1
11066	创伤	5
20047	创作	7
13476	创制	2
16768	创办	2
12720	创始人	4
18807	创富	2
12478	创建	6
18287	创建活动	1
18683	创意	5
6049	创新	75
12816	创新型	3
20757	创新性	1
17456	创新者	1
17789	创新能力	6
17864	创普	2
11469	创立	11
15397	创记录	1
11074	创造	30
16736	创造力	2
15741	创造性	2
18670	创造性地	1
13758	创造条件	6
11393	创造财富	2
9006	初	14
5315	初一	2
31270	初一学生	1
32929	初三	1
5319	初中	9
6977	初中文化	2
5591	初中生	5
28416	初中试卷	2
5338	初二	1
32565	初具规模	1
23482	初创	1
3572	初夏	2
19488	初始	3
26415	初婚	1
16296	初审	6
8306	初心	4
29281	初春	1
11558	初期	5
30771	初检	1
19028	初次	3
2792	初步	27
2779	初步判断	4
746	初步统计	9
32045	初步设计	1
26683	初稿	1
11781	初级	1
15812	初级阶段	2
13986	初衷	7
16319	初见	2
18632	初见成效	1
5409	删	2
27673	删减	2
22043	删去	1
10387	删帖	1
4451	删除	11
19846	判	3
28636	判下来	1
23555	判例	3
4994	判决	19
10994	判决书	6
5006	判刑	6
4962	判处	15
19958	判处死刑	1
28664	判完	1
22584	判定	6
28670	判得	1
4175	判断	28
19293	判给	4
4057	刨	4
18823	利	3
32677	利国利民	1
23418	利大于弊	1
10857	利好	10
21109	利川市	1
15382	利差	1
29665	利己	1
17432	利己主义	2
18513	利息	6
26372	利息支出	1
22509	利欲熏心	1
13492	利民	2
7601	利润	25
17398	利润总额	4
7649	利润率	1
15251	利率	6
22422	利生	1
4774	利用	57
18308	利用效率	2
16030	利用率	5
5082	利益	81
17139	利益冲突	2
17962	利益输送	2
19041	利益集团	1
17533	利益驱动	2
28134	利空	2
26858	利诱	2
22977	利钠	1
1421	别	24
16826	别于	1
5140	别人	23
30558	别克君	1
5694	别动	1
8047	别名	2
21958	别国	7
10963	别墅	5
11038	别忘了	1
17238	别扭	2
33011	别无二致	1
17666	别样	1
6987	别的	15
11252	别瞎	1
13452	别致	1
17146	别说	4
1400	别车	1
3302	刮	10
3298	刮倒	3
3261	刮得	4
3264	刮断	2
22244	刮目相看	1
3395	刮起	2
3410	刮风	3
3250	刮风下雨	2
128	到	406
19528	到任	4
9270	到位	34
4038	到场	7
3076	到处	10
28749	到头	2
14145	到对	5
27037	到岸	1
7280	到底	38
26566	到户	1
7197	到手	4
27112	到时候	2
7555	到期	12
4049	到来	19
13804	到来之际	2
5187	到案	4
4843	到此为止	1
27564	到此结束	2
14223	到经	1
26321	到访	3
392	到达	12
624	制	27
29265	制下	1
7420	制作	14
20031	制作方	2
20292	制假	2
22963	制剂	1
26494	制品	2
6771	制售	2
29284	制外	1
501	制定	100
725	制度	142
19674	制度化	3
11895	制度性	8
26561	制式	1
6868	制成	1
20765	制播	1
20435	制服	4
24454	制果	2
14729	制止	15
10786	制波	1
20165	制片人	1
20910	制片方	1
8257	制空权	1
15111	制约	10
16827	制药	2
5751	制药厂	1
18508	制衡	2
15442	制裁	14
13022	制订	6
20237	制贩	1
6845	制造	22
11866	制造业	15
24165	制造商	2
24272	制高点	1
20023	刷	11
31593	刷出	1
27459	刷卡	2
31546	刷够	2
31617	刷完	1
1067	刷屏	5
31567	刷满	1
31710	刷起来	1
32682	券	1
11313	刹住	3
11298	刹车	10
3991	刹那间	1
31019	刺	2
5720	刺伤	2
30250	刺死	1
18134	刺激	10
20514	刺痛	3
27186	刺耳	1
1562	刺身	1
24555	刻	2
9751	刻不容缓	1
26711	刻意	1
15287	刻意追求	2
32860	刻板	2
30498	刻画	1
29684	刻苦	1
3688	剁	1
16923	剂型	2
24153	剃	2
24133	剃光	1
2517	削减	7
24207	削发	1
15965	削弱	6
169	前	170
6576	前一天	3
17236	前三	1
19948	前三名	1
6003	前不久	10
17500	前两天	6
12590	前主播叶	1
8950	前些天	1
14489	前些年	4
7158	前任	8
30918	前住	1
31910	前例	1
26529	前几日	1
19360	前几次	1
20621	前列	2
32576	前前后后	1
9891	前半夜	1
24380	前半年	1
29112	前半生	1
32625	前半部	1
30588	前台	1
1933	前后	21
11065	前夕	9
23614	前天	5
28576	前夫	4
31154	前奏	1
5210	前妻	4
29637	前届	1
12320	前年	5
1876	前往	22
15238	前所未有	4
12555	前提	28
19033	前提条件	3
3573	前方	5
20929	前无古人	1
19585	前日	2
15923	前景	13
7559	前期	13
26712	前期工作	1
2961	前来	9
12428	前段时间	5
19472	前沿	1
21750	前生	1
10951	前男友	1
12330	前瞻	1
21093	前瞻性	2
32039	前科	1
25125	前移	2
16267	前置	2
26924	前置条件	1
5652	前者	6
8190	前舱	1
17583	前茅	2
7750	前行	8
15072	前要	1
24577	前言	2
17116	前路	2
2619	前身	3
30202	前轮	2
19554	前辈	2
7243	前进	9
14814	前述	6
1733	前途	8
14736	前门	1
8301	前面	15
15338	剑	4
22807	剑拔弩张	1
15220	剔除	4
10454	剖析	2
5206	剖腹产	3
28604	剥	1
20701	剥夺	2
18665	剥离	3
20818	剧	2
20084	剧中	2
19566	剧协	1
22982	剧变	1
21296	剧场	2
27003	剧增	1
20045	剧本	3
11019	剧烈	1
20773	剧目	1
20762	剧组	2
21833	剧院	1
21087	剩	3
333	剩下	15
4979	剩余	8
26281	剩女	2
9981	剩张	1
26298	剩男	1
26283	剩男剩	1
26306	剩男有	1
26302	剩男的	1
3644	副	121
15542	副产品	4
19988	副会长	9
5959	副区长	1
21191	副厂长	2
10496	副厅级	1
14767	副厅长	3
8758	副县长	5
9162	副参谋长	1
17073	副司长	6
14636	副处长	2
6882	副大队长	1
23226	副委员长	5
5950	副局级	3
6826	副局长	8
21207	副州长	1
20110	副总	2
4529	副总经理	12
4641	副总裁	6
1004	副所长	4
10252	副教授	9
19330	副校长	3
28304	副检察长	1
2781	副热带	3
29501	副理事长	1
12632	副省长	10
8757	副科长	2
26060	副组长	3
7777	副经理	3
28217	副职	2
21221	副董事长	2
15344	副行长	4
4602	副部级	7
21859	副队长	1
15798	割断	1
17454	割肉	2
6682	割草	1
24211	割草机	1
21983	割裂	3
4080	劈头盖脸	1
2326	力	8
28543	力主	1
8114	力争	11
8172	力作	1
31518	力促	2
4475	力学	4
2699	力度	89
25415	力所能及	1
19397	力排众议	1
27836	力推	2
4089	力气	3
2090	力求	2
2892	力量	41
26727	劝	7
13424	劝业	1
33311	劝告	1
29303	劝导	2
32951	劝慰	1
32924	劝离	1
7068	劝说	5
13293	劝返	1
5054	办	41
5184	办事	11
323	办事处	5
16223	办事效率	1
28342	办事机构	1
27603	办会	2
4937	办假	1
6094	办公	7
25840	办公会	2
25835	办公会议	2
32649	办公区	1
7312	办公厅	9
1560	办公室	44
6658	办公桌	1
11498	办公楼	2
10488	办公用品	1
5056	办出	1
14182	办办	1
27891	办卡	1
12162	办厂	1
30876	办喜事	1
27772	办园	1
5041	办在	1
27362	办复	1
27359	办复率	1
13720	办好	10
6984	办学	10
18733	办学条件	1
31350	办完	2
18305	办实事	1
27721	办成	1
4958	办案	13
776	办法	79
763	办理	34
17963	办结	1
10230	办证	2
24239	办赛	1
11575	办起	1
5047	办进	1
17431	功	3
14331	功亏一篑	1
18873	功利	1
26181	功勋	2
16652	功夫	2
19671	功底	1
13087	功德	1
25793	功率	1
19035	功绩	1
6216	功能	31
12942	功能区	4
21021	功能定位	2
14955	功课	3
3409	加	21
110	加上	38
30401	加不多	1
1304	加之	5
14505	加以	16
29791	加以控制	1
16052	加以解决	2
17532	加价	5
6018	加入	29
14667	加减法	1
11011	加利福尼亚州	3
9579	加剧	16
18675	加力	1
22948	加压素	1
16075	加厚	1
3161	加固	4
12079	加在一起	1
2659	加大	90
18680	加大力度	3
18889	加害	1
26576	加宽	1
10996	加州	5
32912	加州大学	1
118	加工	17
17225	加工业	1
11536	加工厂	1
26147	加巴	2
2708	加布	1
3281	加强	146
22634	加强团结	2
23612	加微信	2
9143	加快	64
18735	加快调整	1
15350	加息	1
26549	加惠	1
16364	加成	5
2486	加拿大	7
26492	加权	1
21528	加水	1
14671	加法	2
12809	加深	6
10453	加班	3
11314	加班加点	6
26169	加盟	2
20815	加码	2
6035	加紧	13
30871	加纳	1
23498	加群	1
10439	加耶夫	1
5806	加薪	3
32248	加装	1
17788	加计	2
24326	加载	1
11322	加速	27
33295	加里	1
12817	加重	10
21431	加面	1
26791	务农	1
7147	务实	9
26294	务工	7
14869	务工人员	5
2309	务必	1
15017	劣	1
20064	劣作	1
16583	劣币	2
26959	劣迹	2
3347	动	13
19738	动不动	1
31121	动了动	1
14467	动产	1
6294	动作	15
8269	动力	25
29793	动力学	1
19367	动向	6
4369	动员	9
21101	动员大会	1
15249	动因	1
29956	动容	1
9516	动弹不得	3
7571	动态	9
6519	动手	6
17125	动摇	9
11020	动机	10
25216	动植物	1
15413	动武	3
23693	动漫	1
9660	动物	5
26459	动物园	1
17660	动用	7
6252	动画片	1
18481	动真	1
15939	动能	6
21437	动荡	4
5334	动起	1
19868	动辄	6
17756	动迁	1
27828	助	1
13935	助产	1
13497	助产士	4
4604	助力	4
8295	助威	1
22619	助学	1
18242	助学金	7
4671	助手	2
13559	助推	5
27232	助教	2
4762	助理	10
24706	助纣为虐	1
16733	助老	1
20113	助长	2
23911	努	1
2687	努力	62
19381	努力争取	2
32917	努力奋斗	1
11112	努力学习	1
18413	努力完成	2
13756	努力提高	2
22587	努钦	4
24614	劫富济贫	1
5686	劫持	1
25348	劫船	1
21965	励志	3
30279	劲	2
19421	劲儿	3
29813	劲头	1
19898	劲松	2
26840	劳保	1
8457	劳力	1
14888	劳务	6
18476	劳务输出	1
9883	劳动	24
16809	劳动保障部	1
22820	劳动党	2
11855	劳动力	13
12814	劳动密集型	2
699	劳动就业	1
29458	劳动所得	1
12015	劳动报酬	1
23750	劳动新闻	1
16478	劳动生产率	1
12370	劳动者	11
14438	劳动部	1
21079	劳工	3
18568	劳神	2
1173	劳逸结合	1
20029	势	3
13573	势力	8
26320	势在必行	2
11686	势头	12
23204	势必	4
25447	势必会	1
12849	势能	2
1536	勃艮第	1
27351	勇为	1
13662	勇于	3
18493	勇于进取	1
18426	勇往直前	1
32237	勇敢	1
18603	勇气	3
21470	勇者胜	1
2070	勉强	3
31648	勋章	2
24471	勒令	1
31931	勒斯	1
23819	勒杜	1
32403	勒紧	1
7348	勘察	2
24566	勘探	3
7792	勘查	4
9813	勘验	1
12988	募集	1
27542	勤俭	2
30776	勤务	1
12442	勤劳勇敢	1
18669	勤勉	1
22467	勤奋	1
25768	勤奋工作	1
19265	勾勒	7
31589	勾当	1
2316	勿	2
4139	包	14
11220	包上	1
2726	包养	5
21609	包办	1
7460	包占	1
11477	包吃包住	1
3747	包含	16
4138	包和	1
11184	包围	2
23721	包围网	1
8312	包在	1
16292	包子	1
13736	包容	7
25398	包容性	3
25511	包小包	1
6101	包工头	2
7797	包已	1
23326	包扎	1
1701	包括	159
12448	包村	1
26486	包烟	2
4770	包由	3
16802	包袱	1
6730	包装	9
32295	包装袋	1
2843	包裹	2
27044	包邮	1
20392	匆匆	4
10111	匆匆忙忙	1
21375	匆忙	4
11472	化	24
32072	化为	1
3951	化名	21
30672	化后	1
3118	化妆	3
16215	化妆品	9
19525	化妆室	1
13429	化学	8
30823	化学原料	1
25615	化学反应	3
19780	化学品	3
29203	化学工程	1
25341	化学武器	1
28019	化学能	2
15076	化工企业	1
2416	化工厂	4
15093	化工行业	1
29193	化建	1
10605	化整为零	1
25198	化武	1
15188	化石	4
4109	化肥	5
21825	化装	1
12006	化解	12
28643	化解矛盾	1
2799	北	12
2759	北上	12
29335	北二环	1
4779	北京	175
10821	北京人民大会堂	13
19529	北京人民艺术剧院	1
19518	北京人艺	3
27416	北京会议中心	1
26468	北京动物园	1
31356	北京地区	1
10340	北京地铁	1
30476	北京城	1
2767	北京大学	8
24618	北京大学光华管理学院	3
14261	北京大学法学院	2
12902	北京大学社会学系	1
29422	北京妇产医院	1
6033	北京市	40
12569	北京市人大常委会	3
30033	北京市公安局	1
12688	北京市委	1
24464	北京市工商行政管理局	1
28219	北京市政协	1
19656	北京市政府	2
31329	北京市统计局	1
10330	北京市西城区人民法院	1
19305	北京市高级人民法院	1
14021	北京师范大学	3
19580	北京日报	2
25480	北京王府井	1
20869	北京电影学院	1
19986	北京科技大学	1
32676	北京联合大学	1
29735	北京航天	1
19921	北京航空航天大学	1
6225	北京街头	1
9785	北京西站	1
27159	北京邮电大学	1
6818	北京青年报	4
9886	北京首都机场	1
32580	北侧	1
9383	北关区	1
21525	北南	1
8614	北向南	1
8338	北堤	1
14535	北大	3
17728	北大荒	1
8601	北头	1
8506	北岸	2
28213	北川	1
22253	北师大	1
20996	北影	1
27075	北戴河	1
8387	北方	3
8384	北方地区	4
30678	北村	1
26339	北极	3
20425	北极星	9
30487	北欧	1
14554	北漂	1
31203	北碚区	2
10404	北约	4
8066	北美	4
2500	北美自由贸易协定	1
10140	北路	3
3056	北边	2
20405	北道	11
2753	北部	11
7075	北门	4
16851	北陆	1
2896	北院	1
6948	北青报	4
4130	北面	1
7865	北风	1
31941	北麓	3
8952	匠心	2
24807	匡正	1
9051	匮乏	2
22969	匹伐	1
16395	匹配	4
243	区	40
9303	区人	1
32833	区党委	1
377	区内	8
709	区分	13
11902	区别	7
32684	区别性	1
8850	区县	4
15346	区块	2
2904	区域	53
22536	区域合作	2
4433	区域性	8
12874	区域间	1
5973	区委	2
10669	区委书记	2
18607	区段	1
9355	区珞	1
19803	区金	1
32274	区长	1
8543	区间	12
14353	区隔	1
13562	医	11
6711	医专	1
10850	医保	23
16381	医共	1
16377	医共体	2
18750	医养	3
16351	医务	1
6499	医务人员	9
26974	医卫	1
12501	医学	8
6491	医学专家	2
6483	医学中心	1
25669	医学教育	1
6378	医学界	1
25692	医学部	1
20726	医学院	7
13558	医学院校	2
25695	医师	2
6712	医患	4
2210	医护人员	7
2493	医改	14
31454	医治	1
6221	医生	17
21794	医用	1
2506	医疗	52
13947	医疗保健	3
6547	医疗保险	13
28135	医疗保障	3
603	医疗卫生	16
17903	医疗器械	5
24507	医疗广告	1
13932	医疗机构	19
16380	医的	1
6397	医科大学	1
27486	医等	1
16798	医者	1
13563	医药	14
17526	医药产业	1
22994	医药企业	1
13556	医药卫生	8
23003	医药工业	1
27429	医药界	1
16859	医药行业	2
6171	医药费	2
10584	医药集团	1
1271	医院	50
25691	医院院长	4
7753	匿名	4
11289	十	13
29364	十一	1
24399	十一号	1
14621	十一届	2
30134	十七八岁	1
14492	十七届	2
24708	十万	1
28705	十万多	1
12228	十三	28
29343	十三万	1
27545	十三届	3
11323	十个	5
29393	十个月	2
18624	十九	3
15941	十二	3
31339	十二个	1
12927	十二五	4
10806	十二届	134
30059	十二年	1
30396	十二日	1
25107	十五	1
14394	十五届	2
